"Country Name","Country Code","Indicator Name","Indicator Code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Bulgaria","BGR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,4.7,NA,2.2,NA,NA,8,2.5,1.9,1.8,2.7,3.4,3,3.3,2.7,4.6,3.1,2,1.5,1.6,0.7,1.2,1.1,1,NA
"Bosnia y Herzegovina","BIH","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,0.6,NA,NA,0.4,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarús","BLR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",26.5,14.7,10.4,8.7,4.3,2.4,1.1,1.1,0.5,0.5,0.2,0.1,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Bolivia","BOL","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",28.3,22.3,23.9,NA,13.2,18.7,15.9,12.1,10.6,10,NA,6.9,7.9,6.8,5.6,6.2,7.2,6.4,4.7,3.1,4.2,3.1,3.3,2.8,NA
"Brasil","BRA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,17.5,16.2,17.1,15.3,13.7,11.4,10.8,9.1,8.4,NA,7.1,6.4,5.4,4.7,5.4,6.5,6.9,6.9,7,2.8,7.5,4.9,3.8,NA
"Bhután","BTN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,23.1,NA,NA,NA,12,NA,NA,NA,NA,3.6,NA,NA,NA,NA,2.6,NA,NA,NA,NA,0,NA,NA
"Canadá","CAN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.5,0.5,0.5,0.2,0.2,0.2,0.2,NA,NA,NA
"Suiza","CHE","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.2,NA,0,NA,0.2,NA,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.2,NA,NA
"Chile","CHL","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",8.6,NA,NA,7.9,NA,NA,3.3,NA,NA,2.6,NA,1.7,NA,0.8,NA,0.7,NA,0.5,NA,NA,1.7,NA,0.5,NA,NA
"China","CHN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,48.1,NA,NA,33.1,NA,NA,26.2,NA,20.6,15.7,13.2,6.2,4.7,3,2.2,1.7,0.8,0,0,0,0,NA,NA
"Côte d'Ivoire","CIV","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,44.7,NA,NA,NA,NA,NA,47.9,NA,NA,NA,NA,NA,NA,47.5,NA,NA,22.7,NA,NA,20.9,NA,NA,NA
"Camerún","CMR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,30.8,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,26.7,NA,NA,NA
"Colombia","COL","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",23.9,29.6,21.2,19.8,19.2,16.8,NA,NA,16.6,15,13.1,11.2,10.9,9.9,9,8.1,8,7.3,7.4,8.8,13.5,11.2,9.3,7.7,NA
"Costa Rica","CRI","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",9.8,7.6,6.6,6.9,6.6,5,5.2,3.1,3.4,3.6,2.2,2.7,2.6,2.6,2.4,2.4,2.4,1.7,2.3,1.7,3.4,2.2,1.6,1.5,1.3
"Chipre","CYP","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,0.1,0.1,0,0,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0.1,0.1,0.2,0,0,0,0,NA
"República Checa","CZE","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,0,NA,0,0,0.1,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0,0,NA
"Alemania","DEU","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,NA,NA,NA,NA
"Djibouti","DJI","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,31.2,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA
"Dinamarca","DNK","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0,NA,NA,0.4,0.3,0.3,0.2,0.1,0.3,0.6,0.1,0,0,0.3,0.2,0.2,0.3,0.1,0.2,0.3,0.2,0.2,0.2,0.4,NA
"República Dominicana","DOM","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",8.3,6.6,9,10.7,14.6,9.9,8.1,7.8,7.1,6.3,5.5,5.3,5.4,4.4,4.1,3.3,3,1.5,1.1,1,1.3,1.3,1,1.3,0.8
"Ecuador","ECU","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",34.1,NA,NA,18.9,19.4,15.4,10.9,10.9,9.8,9.3,7.8,6.4,6,4.5,4,4.8,5,4.3,4.7,4.6,8.4,5.3,4.4,4.7,7.3
"Egipto, República Árabe de","EGY","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,4.1,NA,NA,NA,3.7,NA,1.5,NA,1.2,NA,NA,1.2,NA,3.1,NA,2,NA,1.4,NA,NA,NA
"España","ESP","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.9,NA,NA,0.9,1,0.9,0.9,0.6,0.6,0.9,0.7,1.3,1,1.3,0.9,1.1,1.3,0.8,1,0.9,1.1,0.7,0.8,0.8,NA
"Estonia","EST","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",3,3,2.9,3.6,1.6,1.1,1.1,0.6,0.6,0.8,1,1.2,1,1.1,1,0.7,0.6,0.5,0.4,0.7,0.4,0.3,0.5,0.3,NA
"Etiopía","ETH","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,41.3,NA,NA,NA,NA,NA,37.4,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,38.6,NA,NA,NA
"Finlandia","FIN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0,NA,NA,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0,0,0.1,0.2,NA
"Fiji","FJI","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,5.4,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA
"Francia","FRA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0,0,0,0.2,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,NA
"Reino Unido","GBR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.5,NA,NA,NA
"Georgia","GEO","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",35,36.7,22.3,22.3,20.9,22.3,22.5,23.9,21.7,21.1,23.6,21.6,18.8,14.9,12,10.6,10.5,11.1,11,9.7,12,10.8,7.7,5.8,4.2
"Guinea","GIN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,50.3,NA,NA,NA,NA,44,NA,NA,NA,NA,21.3,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA
"Gambia","GMB","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,55.2,NA,NA,NA,NA,NA,NA,34.2,NA,NA,NA,NA,17.1,NA,NA,NA,NA,22,NA,NA,NA,NA
"Guinea-Bissau","GNB","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,68.2,NA,NA,NA,NA,NA,NA,NA,75.7,NA,NA,NA,NA,NA,NA,NA,37.1,NA,NA,39.9,NA,NA,NA
"Grecia","GRC","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.2,NA,0.2,0.6,0.9,0.4,0.7,0.6,0.4,0.6,1.1,1.5,2.1,1.5,2,2,1.4,1.1,0.2,1,1.1,0.7,0.6,0.6,NA
"Guatemala","GTM","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",8.8,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA
"Honduras","HND","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,26.5,29,34,33.3,31.3,27.3,22,20.9,18.1,19.6,20.1,24,20.8,20.6,19.9,19.8,19.3,19.8,18.8,NA,NA,NA,17,15.7
"Croacia","HRV","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0,0,NA,NA,0,NA,NA,NA,0,1,1.4,1,1.1,1.2,1.2,0.7,0.9,0.6,0.5,0.4,0.4,0.3,0.4,0.3,NA
"Hungría","HUN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.1,0,0.1,0.2,0.3,1,0.2,0.2,0.1,0.1,0.2,0.2,0.5,0.5,1,1,1.6,0.9,NA,NA,NA,NA,NA,NA,NA
"Indonesia","IDN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",65.7,62.3,46.8,45.5,45.4,41.1,46.8,41.1,38,37.9,34.1,31.2,26.6,27.2,25.7,21.6,18,14.8,12.5,10.8,9.8,8.6,7.9,6.7,5.4
"India","IND","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,46.4,NA,NA,NA,NA,34.6,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA
"Irlanda","IRL","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.2,NA,0.2,0.2,0.1,0.1,0.5,0.1,0.2,0.6,0.7,0.7,0.5,0.7,0.4,0.4,0.3,0.3,0.1,0.1,0.2,0.1,0.2,0.1,NA
"Irán, República Islámica del","IRN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,NA,4.5,4.5,NA,NA,4.9,NA,2.3,1.8,1.9,3.3,3,3,2.7,3.2,4.3,4.6,3.7,2.8,2.5,NA
"Islandia","ISL","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,0,0.2,0,0.2,0.1,0.1,0.1,0.1,0.2,0,0.1,0,0,0,0,0.3,0.1,NA,NA,NA,NA,NA
"Israel","ISR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,0.2,0.7,0.9,1,1,0.5,0.5,0.7,0.7,0.5,0.3,0.7,0.5,0.7,0.5,0.5,0.7,0.7,1,0.7,0.7,NA,NA,NA
"Italia","ITA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",1.2,NA,1.7,0.9,0.8,0.8,0.8,0.8,0.9,1.1,1.4,1.3,1.4,1.6,1.4,2.1,1.8,1.5,1.7,1,0.9,0.9,0.7,0.9,NA
"Jamaica","JAM","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,6.4,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,1.4,NA,NA,NA
"Jordania","JOR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,1,NA,NA,NA,0.3,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japón","JPN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,NA,NA,NA,NA,1,0.9,0.7,0.5,1.5,1,0.7,0.4,0.7,0.6,1,1.2,1.2,NA,NA,NA,NA
"Kazajstán","KAZ","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,20.7,16.2,12.3,7.6,14.6,2.4,1.1,0.8,0.8,0.5,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,0,NA,NA,NA
"Kenya","KEN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,NA,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,NA,NA,NA,NA,44.4,46.4,46.9,NA,NA
"Kirguistán","KGZ","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",66.2,61.5,58.1,56.6,32.5,36.6,26,23.3,13.8,9.8,12.6,9.3,10.5,13.5,8.1,11,8,8.2,5.9,4.9,9.4,5.6,4.5,2.7,NA
"Corea, República de","KOR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,0.5,NA,0.5,NA,0.2,NA,0.2,0.2,0.2,0.2,0,0.2,NA,NA,NA
"República Democrática Popular Lao","LAO","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,43.1,NA,NA,NA,NA,36,NA,NA,NA,NA,21.7,NA,NA,NA,NA,NA,15.7,NA,NA,NA,NA,NA,NA
"Sri Lanka","LKA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,20.7,NA,NA,NA,12.2,NA,NA,7.8,NA,NA,6.4,NA,NA,NA,3.8,NA,NA,2.7,NA,NA,NA,NA,NA
"Lituania","LTU","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",1.2,1.6,1.4,0.4,4,2.7,1.8,1.6,1.8,2.7,2,0.9,1.1,1.2,1.7,1,1.5,1.2,1,0.6,0.5,0.3,0.8,1.1,NA
"Luxemburgo","LUX","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0.2,0.3,0.1,0.3,0.3,0.1,0,0.1,0.1,0.1,NA
"Letonia","LVA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,1.5,1.5,3.7,3.1,1.9,0.8,1.6,2.6,2.6,1.7,1.4,1.5,1.1,1,1,1,0.6,0.3,0.5,0.5,0.4,0.4,NA
"República de Moldova","MDA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",41,32.2,19.9,10,11.6,16.6,3.4,1.6,1.7,1.5,0.8,0.5,0.5,0.1,0,0.1,0.2,0.1,0,0,0,0.2,0,0.1,NA
"Madagascar","MDG","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,57.5,NA,NA,NA,55.3,NA,NA,NA,NA,65.3,NA,67.3,NA,NA,NA,NA,NA,NA,NA,NA,69.2,NA,NA,NA
"Maldivas","MDV","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,18.8,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0,NA,NA,NA,NA,NA
"México","MEX","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",16.3,NA,12.8,NA,11,11.7,9,NA,10.1,NA,8.4,NA,7.3,NA,7.2,NA,4.4,NA,3.9,NA,4.3,NA,2.3,NA,NA
"Macedonia del Norte","MKD","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",11.7,NA,3,2.8,1.4,3.1,4.6,NA,1.4,12.1,12.8,10.9,9.1,7.4,6.4,7,5.7,5.6,4.3,3.9,NA,NA,NA,NA,NA
"Malí","MLI","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,68.6,NA,NA,NA,NA,64,NA,NA,63.3,NA,NA,NA,NA,NA,NA,NA,NA,29.4,NA,NA,36.1,NA,NA,NA
"Malta","MLT","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,NA,NA,0.5,0.5,0.2,0.5,0.3,0.2,0.2,0,0,0.1,0.1,0.2,0.2,0.3,0.4,0.1,0.1,NA,NA
"Montenegro","MNE","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,NA,0.4,0.4,0.4,0.3,0,0,0.4,5.6,5.2,3.9,3.6,3.3,4.6,3.9,2.5,2.2,2.5,NA,NA,NA
"Mongolia","MNG","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,18.7,NA,NA,NA,NA,4,NA,NA,3.5,2.2,1.1,NA,0.8,NA,1.9,NA,1.7,NA,NA,NA,0.4,NA,NA
"Mozambique","MOZ","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,87.6,NA,NA,NA,NA,NA,81.1,NA,NA,NA,NA,NA,74.4,NA,NA,NA,NA,81.6,NA,NA,81.4,NA,NA
"Mauritania","MRT","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",30.7,NA,NA,NA,28.5,NA,NA,NA,19.2,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA
"Malawi","MWI","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,74.4,NA,NA,NA,NA,NA,72.9,NA,NA,NA,NA,NA,71.7,NA,NA,75.4,NA,NA,NA,NA,NA
"Malasia","MYS","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,3.2,NA,NA,1.7,NA,1.5,NA,NA,0.4,NA,0.1,NA,0.1,NA,NA,0,NA,NA,0,NA,NA,NA
"Níger","NER","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,NA,83.8,NA,82.9,NA,NA,NA,68.8,NA,NA,60.3,NA,NA,NA,59,NA,NA,60.5,NA,NA,NA
"Nigeria","NGA","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,51.1,NA,NA,NA,NA,NA,NA,38.5,NA,37.4,NA,NA,35.8,NA,NA,34.2,NA,NA,NA,41.8,NA,NA
"Nicaragua","NIC","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,26.3,NA,NA,NA,16.5,NA,NA,NA,13.9,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Países Bajos","NLD","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,NA,0.3,0.1,0,0,0.2,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0,0.1,NA,NA,NA
"Noruega","NOR","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.2,NA,NA,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.2,0.1,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.2,NA
"Pakistán","PAK","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,56.2,NA,NA,40.9,40.8,NA,34.9,NA,NA,26.7,25.9,NA,21.2,NA,16.9,NA,NA,16.5,NA,NA,NA,NA,NA,NA
"Panamá","PAN","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",16.3,20.8,17.2,16.8,15.5,14.5,15.7,13,9,6.6,7.7,6.1,7.4,5.9,6.4,4.8,4.8,4.3,3.7,2.9,NA,3.3,NA,3.7,3.1
"Perú","PER","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",25.5,27.4,24.4,22.5,23.5,25.4,21.8,18.9,15.8,13.7,11.2,10.3,9.5,8.6,8,8,7.5,7.3,6.1,5.4,10.3,5.2,4.8,5.9,5.1
"Filipinas","PHL","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",25.9,NA,NA,24.3,NA,NA,26.1,NA,NA,22,NA,NA,21.3,NA,NA,14.6,NA,NA,8.3,NA,NA,8.1,NA,5.3,NA
"Polonia","POL","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",0.3,0.4,0.3,0.2,2.8,1.4,0.9,0.6,0.3,0.6,0.6,0.6,0.4,0.6,0.6,0.5,0.4,0.4,0.3,0.1,0.2,0.1,0.3,0.2,NA
"Portugal","PRT","Tasa de incidencia de la pobreza, sobre la base de $3,00 por día (2021 PPA) (% de la población)","SI.POV.DDAY",NA,NA,NA,1.1,0.7,0.7,0.2,0.6,0.3,0.2,0.2,0.6,0.9,1,0.8,0.7,0.4,0.4,0.4,0.2,0.6,0.3,0.2,0.4,NA
